customer_tweet_id,agent_tweet_id,customer_text,agent_reply,created_at
340277,340278,Can you help my wife registering on Executive Club programme? She's been blocked from activating her account.. Cheers,"Hi, I'm afraid we'd need your wife to contact us directly due to data protection rules. Alternatively, she can find contact details for 1/2",Sun Oct 08 00:24:04 +0000 2017
340280,340284,#NotHappy customer! This is not how paying frequent customer should be treated #BadCustomerService 😡 https://t.co/Rfqn80WhhO,"Oh, dear! I'm sorry about that, Gemma. All airlines oversell flights, but it's disappointing to hear that we got the numbers wrong on 1/2",Sun Oct 08 00:14:28 +0000 2017
340486,340487,"I am currently in Phoenix and don't have an active phone number, can you please let me know how I can contact you if I am having problems with accessing my booking. Thank you","Hi, Thomas. Sorry you've been unable to access your booking, are you getting any error message? Do let us know, we can then report this for you. In the meantime, what is it you're needing to do with your booking? If you could explain a bit further, we'll certainly help if we 1/2",Sat Nov 25 04:28:02 +0000 2017
340607,340608,"employees Tom, JR, L, Oliver and Lisa have all assured me they will be in touch about my refund. #ba #5headsonthecase #sigh","Unfortunately, we're unable to speed this process up. We apologise for any frustration caused. 2/2 ^DaniH",Sun Oct 08 00:41:06 +0000 2017
340610,340609,a huge shout out to the crew on the 13:10 London to Toronto Fri 6/10 who dealt with an medical emergency onboard #1stclass,"Thanks for the shout out, Graeme! I've passed it on for you. ^BS",Sun Oct 08 00:32:56 +0000 2017
340612,340611,Love the new safety video. Much better than the cartoon thing before. Even laughed along. Not a patch on though 😉,"Thanks for the feedback, Callum! I'm glad you enjoyed it. ^BS",Sun Oct 08 00:31:19 +0000 2017
342866,342867,"HI i am trying to update the API, but continually get an error. Just won't let me save the new details for a flight to NY.","2/2 app not working. Alternatively, please DM your booking ref, telephone number, email and postal addresses. We'll ring you. ^Jools",Tue Oct 17 19:07:03 +0000 2017
343182,343181,Looks like delayed BA2946 going to cause missing connecting transport. Current ETD delayed 35mins but arrival delayed 45! https://t.co/DjfcJ8DqV4,"Hi Dave, I'm sorry for any inconvenience the delay caused you. I hope you got home without any problems. ^BS",Sun Oct 08 01:09:39 +0000 2017
343184,343183,"Final day in Canada before evening flight home from Vancouver with for my birthday, will be turning 30 at 40000ft","Happy Birthday, Elwyn! I hope you enjoy your flight and have a great day. ^BS",Sun Oct 08 01:00:17 +0000 2017
343354,343353,pls inquire about flight BA0057 - Heathrow - J.burg,"Hi, Tim. Can you send us a DM with a bit more information about your query? We'll be happy to try and help you. ^DaniH",Fri Oct 13 19:14:41 +0000 2017
343357,343356,Technical problem with 887 tonight. Captain came out to explain. Great communication. Even held nervous passengers hand. 👏 https://t.co/aI4wcwVMsR,"We couldn't agree more, Nik. Communication makes all the difference. We hope you had a pleasant flight despite the delay. ^Steph",Fri Oct 13 19:09:20 +0000 2017
343359,343358,Ok your new inflight safety video is funny. Still too many people in your North T5 lounge though,"Luke, we believe these two may be linked. We hope the lounge experience hasn’t caused too many issues for you ^Al.",Fri Oct 13 19:05:07 +0000 2017
343362,343360,Feeding the #パンダ lounge gatwick airport @ British Airways Club Lounge Gatwick https://t.co/EyRs2SEwgM,The most unusual part is watching a Giant Panda drink a Tiger! ^Al.,Fri Oct 13 19:03:22 +0000 2017
344189,344190,Is there a reason why all day today the agent support 0906 number was doing the engaged tone as soon as I dialed it?,"We're sorry for any inconvenience caused by this. We're unsure of the number you're referring to, Emma. 1/2",Sun Oct 08 01:29:04 +0000 2017
344192,344191,"I am the agent yes, customers ticket has been ticketed and can select seats etc on the manage my booking but can’t look at upgrades?","Unfortunately Emma, you would need to contact trade support to look at the upgrade. ^Kit",Sat Oct 07 19:52:14 +0000 2017
344194,344193,trying to contact the trade support team but number will not ring! Need some help,Are you a travel agent? The Trade Support team speak to agents once their IATA reference is given. Is your agent dealing with an issue? ^J,Sat Oct 07 13:22:45 +0000 2017
344196,344195,"The crew on flight this afternoon from Bristol to Florence were wonderful, especially the lady from Naples -Valentina (?).","Thanks for your lovely message, Heather. We'll be sure to pass this on. We hope you enjoy your trip. ^DaniH",Sun Oct 08 01:26:20 +0000 2017
344198,344197,This is diabolical. We've been waiting 6mins for this gate to open. Get your shit shorted #FFS,"Hi Cara-anne, I hope you have a great flight despite the outrageously long wait! ^BS",Sun Oct 08 01:23:30 +0000 2017
344200,344201,"Hi there, i cannot check in online for flight taking tomorrow. Keeps telling me to check in at airport. U know why? thanks","Hi Neil, I'm sorry you haven't been able to check in online on this occasion. There can be a number of reasons for this, so I can't say 1/2",Sun Oct 08 01:14:12 +0000 2017
344453,344452,It seems when I travel the words '' and 'delay' are always synonymous.,"We're concerned to read your message, Malcolm. Can you send us a DM with a bit more information about what happened? ^DaniH",Sun Oct 08 01:40:14 +0000 2017
344455,344456,"you are an absolute disgrace. My sister, her partner and their 4 month old baby are spending the night at Madrid airport 😡","Unfortunately, we're unable to be flexible if a customer is unable to present the correct travel documents. 1/2",Sun Oct 08 01:37:44 +0000 2017
344460,344464,That's not the point. They went and got emergency passports which enabled them to travel but right now they're in Madrid with a small baby!!,"Hi Steph, I can understand your frustration but I'm afraid we can't guarantee space under these circumstances. If your sister has travel 1/2",Sun Oct 08 04:45:42 +0000 2017
344938,344939,will you start doing trans Atlantic flights from Glasgow and Edinburgh??,We're unaware of any routes like this. These flights connect in London based airports. 1/2,Sun Oct 08 02:03:23 +0000 2017
344941,344940,"BA113 on 10.09: the service in economy was exceptional. I fly frequently, but this staff was the best. Please pass this on.","We'll be delighted to pass on your lovely message, Inny. We're glad you enjoyed your time on board with us. ^DaniH",Sun Oct 08 02:01:39 +0000 2017
344943,344942,"i need to chane my ticket for tomorrow and I can’t find a telephone number to call and talk to someone, please !!!!","Sorry about this, Mili. We'll be happy to help you. Can you DM us your booking reference, full address and phone number? ^DaniH",Sun Oct 08 02:00:43 +0000 2017
345181,345182,is your website down? I am trying to book a flight on avios and i keep getting an error message,"This sometimes resolves the issue. Alternatively, you can find the contact details for Sales here: https://t.co/yG4QJXBI4W^DaniH",Sun Oct 08 02:29:48 +0000 2017
345371,345373,"hi there, i booked flights with you Thursday and I have been charged twice ...","We're sorry to hear this, Maisie. We'll be happy to help you. 1/2",Sun Oct 08 02:42:07 +0000 2017
345534,345536,Want to fly BA Nov/Dec to Rome frm LHR&amp;fly bck frm Venice&amp;would like to know if this is included in the baggage allowance? https://t.co/kHhURe6yZp,"Hi, as long as it's collapsible, you can take it as a free additional checked item (assuming you're travelling with an infant). 1/2",Sun Oct 08 02:49:21 +0000 2017
346383,346385,"Dear , long haul flights with no internet, no power plugs, 90s entertainment system... time to update hardware , isn’t it?","Hi Vladimiro, we've updated the majority of our long haul fleet but a few aircraft have been left as they are due to be retired from 1/2",Sun Oct 08 03:56:46 +0000 2017
346387,346388,"Hello, I am having trouble with the claim I filed for disrupted travel. I need to get a copy of my claim, have called befor","Hi Sara, if you DM your case ref, email and contact number, we'll check on this for you. You'd need to make a Data Protection request 1/2",Sun Oct 08 03:53:32 +0000 2017
346808,346809,I have to say that as a #oneworld Emerald I was at least expecting an answer. @AmericanAir was a lot quicker to answer.,"Hi Kai, I'm sorry for our failure to reply to your previous Tweet. No plans to status match with Air Berlin have been announced, but 1/2",Sun Oct 08 04:28:08 +0000 2017
346812,346811,Polite note: please remind your crew to arrive promptly to ensure flight leaves on time (as traffic to JFK often bad) BA114,"Thanks for taking the time to send us your feedback, Reg. Please be assured I've passed it on. ^BS",Sun Oct 08 04:24:55 +0000 2017
347036,347035,special thanks to Richard on the just-arrived BA85 for great in-flight service and conversation. Enjoy Vancouver!,"Thanks for the great feedback about Richard, Martin! I'm glad to hear he made the flight enjoyable for you. ^BS",Sun Oct 08 04:36:32 +0000 2017
347038,347037,can you tell me when the Check in desk is opening on Brussel Airport for flight BA389?,"Hi Maikel, as I'm sure you've already found out, check in opens at 05:00 in Brussels. I hope you enjoy your flight. ^BS",Sun Oct 08 04:30:44 +0000 2017
347214,347215,"I paid to get a seat confirmed for my flight, tried three times to confirm it, and now it wants me to pay more... HELP","Hi Brady, if you DM your full name, booking ref, email and contact number, we'll be happy to take a look. If you didn't book via BA, 1/2",Sun Oct 08 04:54:02 +0000 2017
347650,347649,#balovesthebay Take us to the UK! https://t.co/fAIy2G7Qnk,We hope we can welcome you on board soon! ^Lynn,Sun Oct 08 05:40:45 +0000 2017
347653,347652,"Hi, I have been trying to get in contact since the end of August and no-one has replied. Please look into it.","Hi Stuart, please DM your booking reference, email and address for security. We can then check for an update for you. ^Lynn",Sun Oct 08 05:38:20 +0000 2017
347655,347654,285 on 26/9 286 6/10 thankyou,"That's great, thanks Debra. We'll make sure this is passed on to the crew. ^Lynn",Sun Oct 08 05:31:10 +0000 2017
347657,347656,Home finally from #oow17 - journey was great thanks thanks https://t.co/PXXiKVVrSo,"We're pleased you enjoyed your time on board, Debra. Can you let us know your flight number? We'd like to pass your comments on. ^DaniH",Sun Oct 08 01:33:10 +0000 2017
347843,347841,Ok thank you. I don't see an option to DM you,"We're following you now, Nido, you should be able to send a DM . ^Lynn",Sun Oct 08 05:52:33 +0000 2017
347845,347846,Having trouble reserving seats for upcoming 12 hr flight. Getting directed to then directed back to u. Pls help,by Iberia please contact them direct to book your seat. 2/2 ^Lynn,Sun Oct 08 05:29:08 +0000 2017
344945,347847,I am pretty impressed BA called me straight away as soon as I DM my number here in Twitter and they helped me pretty fast!,"We're delighted to hear we've impressed you, Mili. If there's anything else you need help with please let us know. ^Lynn",Sun Oct 08 05:49:11 +0000 2017
348262,348261,great cabin crew overnight on BA92 especially Jennifer. Thanks,"We're pleased to hear you enjoyed your flight, Christopher. You can thank Jennifer directly here: https://t.co/XsFvk7mfkC. ^Linda",Sun Oct 08 06:44:06 +0000 2017
348265,348267,"Tried to upgrade online, it says go to counter. At counter was told can't upgrade using Avios. What good are Avios then?","Hi Krishna, this may be down to Avios availability. If there are no Avios seats available, our system will direct you to the airport 1/2",Sun Oct 08 06:42:44 +0000 2017
348264,348266,Looks like i need to call a day or two ahead to square things like this out. Thank you.,You're welcome. We're pleased to hear found our safety video entertaining! Thanks for your positive feedback. ^Linda,Sun Oct 08 14:04:49 +0000 2017
348450,348451,"Hi, we are on a BA charter today from LXS to LHR then a scheduled BA from LHR to EDI, can our bags be transferred direct?","Hi Andrew, if you were previously on a connecting flight to Edinburgh, then you should still be able to have your bags 1/2",Sun Oct 08 06:54:00 +0000 2017
348689,348688,We’re on our way! 🌅✈️ 🇺🇸#bigadventure #disney #orlando #holidays #familytime … https://t.co/0gAZZTGW4y,"Have an amazing family adventure, Alistair! Please say hello to Mickey from us. ^Linda",Sun Oct 08 07:26:18 +0000 2017
348691,348690,"Thank you to Tom Twitter customer service, he has been extremely helpful and finally got my ticket changed!","Hi Maria, no problem at all. You can finally get some sleep ! ^Tom",Sun Oct 08 07:24:08 +0000 2017
348693,348692,No option given half day lost on a 2 day trip. 75th Birthday 1st trip altogether as a family! 😩,"We're disappointed to hear that, Jane. We'll pass your comments to the airport managers. ^Linda",Sun Oct 08 07:23:45 +0000 2017
348695,348696,Very disappointed with after leaving our house at 4am travelling to Gatwick flight over booked having to go to Heathrow!!!,apologies for the inconvenience caused. 2/2 ^Linda,Sat Oct 07 12:22:19 +0000 2017
348698,348699,Forgot to take my wallet from seat pouch today in BA35. Seatedabc..checked with ground staff..but it just vanished,"Hi there, any items left on board will be passed to the lost property office. You can find their contact numbers here: 1/2",Sun Oct 08 07:21:21 +0000 2017
348702,348700,"why did i get two calls at 3am this morning from a guy in Arizona, saying he was from british airways?","Hi Kath, have you booked a flight with us? ^Linda",Sun Oct 08 07:16:49 +0000 2017
348704,348705,"I was definitely called, im not a good sleeper, so have been awake sine the calls https://t.co/oZarLnUfXW","Hi Kath, that's not our number. If you're worried, you may need to speak to the police about this. ^Linda",Sun Oct 08 08:32:07 +0000 2017
348709,348708,loving the new safety briefing #comicrelief,"We're pleased to hear that, William. Thanks for your positive feedback. ^Linda",Sun Oct 08 07:15:37 +0000 2017
348711,348712,Hi what are the cost associated with rescheduling flight from Johannesburg to Windhoek ?,"Hi there, we can take a look into this for you. DM us your full name, booking ref, email address, contact number 1/2",Sun Oct 08 07:14:23 +0000 2017
348835,348833,"That’s fine, I’m sure someone at the hotel will be happy to have it 🇨🇭🧀","We're sure the hotel staff will make good use of it, Sarah, Have a great flight home. ^Linda",Sun Oct 08 07:40:11 +0000 2017
348837,348838,"Thanks, at the airport now, we left it with hotel staff. There was cabin crew checking in as we left and they said no too 😊","Hi Sarah, thanks for getting back to us and letting us know. We hope you enjoy your flight home with us this evening. ^L",Sun Oct 08 17:28:47 +0000 2017
348839,348840,"Home now, flight fine, check in was very long despite checking in before hand 🤔","Hi Sarah, sorry to hear check in took longer than expected. Hope we can welcome you on board again very soon.^Jo",Sun Oct 08 21:25:32 +0000 2017
348842,348841,"Great, thank you. We don’t fly till this evening 🤞","Hopefully we'll get a reply before you travel, Sarah. If not, you may have to leave it at home. ^Linda",Sun Oct 08 06:56:51 +0000 2017
348844,348843,"Thank you, maybe safer to leave it here 🤔","You're welcome, Sarah. Once we get a reply from our Dangerous Goods team, we'll try and let you know the answer before you travel. ^Linda",Sun Oct 08 06:38:11 +0000 2017
348846,348847,"Travelling home from Zurich tmrw, can we bring this with us, came with a fondue set? https://t.co/aMOIOcWoIs","Hi Sarah, I'm pretty sure it isn't allowed, but I've emailed our Dangerous Goods team to check. I'm afraid they aren't in the office at 1/2",Sun Oct 08 00:47:38 +0000 2017
348849,348848,just off BA2154 from Bridgetown. Fantastic crew. Many thanks.,"We're pleased to hear you enjoyed your flight, Phil. Thanks for your positive feedback. Enjoy the rest of your weekend. ^Linda",Sun Oct 08 07:38:12 +0000 2017
348851,348850,You know you're flying when you get served a decent cup of tea at 39000 feet! https://t.co/Zdhi3vyxdE,"We want a cup of tea now, Linny! Thanks for your positive feedback and enjoy. ^Linda",Sun Oct 08 07:36:24 +0000 2017
348854,348852,"Flying to TLS today, secretly hoping a #BASMART pilot is in the cabin. :-) cc:","We look forward to welcoming you on board, Anze. ^Linda",Sun Oct 08 07:31:31 +0000 2017
348853,348855,"Crew on board is awesome fun, photos incoming soon #findingdino :-)","Great to hear you enjoyed the flight Anze. We look forward to seeing the pictures, thanks for sharing. ^Kit",Sun Oct 08 16:06:26 +0000 2017
348856,348857,And another amazing crew on the way back \o/,"That's great to hear, Anze. Hopefully we'll see you again soon. ^Anthony",Fri Oct 13 16:59:52 +0000 2017
349299,349297,awesome assistance this morning - Grazie Mille! #caio!,"You're very welcome, Donald. Thanks for your positive feedback. We'll pass your comments to the team. ^Linda",Sun Oct 08 08:24:14 +0000 2017
349298,349301,"always good (also great 10 days ago Gla, Lgw and Vce) but today is a tale of lost bags and hassles all sorted by BA desk #aboveandbeyond","Hi Donald, we're happy to hear everything was sorted out by our staff at the service desk. Let us know if there's ever anything",Sun Oct 08 09:25:35 +0000 2017
349304,349305,What the hell is going on with BA286. Been sat on this plane for over 6 hours and haven't taken off.,"We're sorry your flight was delayed, Ben, but we're glad to see you're now on your way. 1/2",Sun Oct 08 08:23:27 +0000 2017
349481,349479,any idea why can't check in online for BA0117? Worried we won't b sat together after paying extra for upgrade!😭 #honeymoon,We're sorry to hear that. What error message are you getting? ^Linda,Sun Oct 08 08:35:55 +0000 2017
349480,349483,"Hi Linda, this is the message. Don't mind doing it at airport but just worried about the seat situation https://t.co/5gCVu5nojr",Hi. we're sorry for any inconvenience this has caused you. Please proceed to the airport and our staff there will be happy to provide,Sun Oct 08 09:35:48 +0000 2017
349486,349495,please locate my bag.. DTW-ORD-LHR-SNN. I know the bag made it to ORD. 48hrs missing and no update on file ref Help! Please,"We're sorry for the inconvenience caused by the delay to your bag, Louise. As soon as our Baggage team have an info, they update 1/2",Sun Oct 08 08:34:22 +0000 2017
349485,349488,Is it usual to have no update in 48hrs? file says still looking. #lostbaggage,"Hi Louise, please accept our apologies for any inconvenience caused by the delay with your baggage. You can keep updated with your",Sun Oct 08 10:19:56 +0000 2017
349489,349492,Surly that's what the bag tags are for... You're not even responding to your colleagues who are chasing #lostbag #pleasehelp 2/2,"We're sorry, Louise, we know this must be particularly frustrating for you. As soon as we have any additional information we'll be 1/2",Sun Oct 08 22:15:12 +0000 2017
349493,349494,"96hrs &amp; you still have my baggage and twice you have advised it will be sent to me, only it hasn't been #lostbaggage #help",We're truly sorry for the delay Louise. Our Baggage team are working to reunite with your delayed case. ^Kit,Mon Oct 09 20:53:11 +0000 2017
349498,349501,pathetic excuse for a business lounge Toulouse Airport! No fresh breakfast food or anything remotely decent! It's very 1/2 https://t.co/EL5OPPZToV,Thanks for bringing this to our attention. We'll pass your comments to the Catering team. Please accept our apologies for the 1/2,Sun Oct 08 08:29:41 +0000 2017
349497,349499,Thanks for replying but this does not really help or compensate for this poor experience. How can I raise an official complaint please?,"Hi there, you can submit your complaint here: https://t.co/SIhdl3TbaN. ^Linda",Sun Oct 08 09:55:01 +0000 2017
349706,349704,calling silver line - very disappointed by the service this morning - difficulties communicating and lengthy call,"We're disappointed to hear that, Carla. Did you get the answer you needed? Is there anything we can help you with? ^Linda",Sun Oct 08 08:53:50 +0000 2017
349709,349708,"hi I am flying on flight BA0214, is the meal at the beginning or end of the flight? Just trying to plan for my kids. Thanks","Hi Tim, the crew will normally service drinks followed by the meal service, within 90 mins of take off. ^Linda",Sun Oct 08 08:52:39 +0000 2017
349711,349710,Andy and all his team on the BA1340 today were absolutely lovely 😊 making me smile after a 15 hour night shift ❤️❤️❤️,We're really pleased to hear that. Thanks for your positive feedback. ^Linda,Sun Oct 08 08:46:26 +0000 2017
349930,349928,"., Who is Dave? Cost me 6x more to get home, so not really. https://t.co/YgFvXO5wtg","Apologies for our error, Kris. We're you due to travel onwards with a connecting flight under the same booking reference? ^Linda",Sun Oct 08 09:21:14 +0000 2017
349929,349931,no just my transfer to get home. PS I don't think your schedule has any outbound flights from EDI after my STA.,"Hi Kris, if you need any supporting documents to claim through your insurer, please let us know. We're sorry for the inconvenience caused.",Sun Oct 08 12:38:43 +0000 2017
349934,349935,"This ticket price, is their a world tour before landing Accra or what? https://t.co/rFEtJC6pSk","Hi Emeka, we're sorry to hear you're unhappy with the ticket prices available. Our Sales team are always happy to help find the",Sun Oct 08 09:19:43 +0000 2017
350044,350043,#ba286 oct 7 update flight takes off after almost 6 hours delay Oct 8 at 1:15 am,"Hi Atharva, BA286 was delayed due to technical reasons. It's due to arrive into London Heathrow today at 18:32. ^Linda",Sun Oct 08 09:39:52 +0000 2017
350047,350045,commute time today... busy flight out to Cyprus. Looking forward to arriving in the sunshine ☀️,You're make us jealous! Have a great flight and please bring some sunshine back! ^Linda,Sun Oct 08 09:35:16 +0000 2017
350220,350221,Hi it's Heathrow,"Thanks for coming back to us, Steph. We're unable to check you in, but we can check your booking is okay. DM us your booking ref, email 1/2",Sun Oct 08 09:45:50 +0000 2017
350223,350222,"Hi I'm trying to check in for my flight tomorrow &amp; it says I have to do it at the airport, is there a problem?","Hi Steph, we don't offer online check in at all airports we operate from. Which airport are you due to travel from? ^Linda",Sun Oct 08 08:26:26 +0000 2017
350517,350516,"Hello, trying to make a date change online on a booking (TGBZV7) and getting an error message every time. can you help? tx","Hi there, can you please confirm your full name, email and contact number so we can take a look? ^Anthony",Sun Oct 08 10:28:36 +0000 2017
350519,350522,flew to MRU witH #BA on 5/10. Just an awful experience. Ran out of food-staff were unapologetic. Still using an old (1/3),"Hi Jamal, we're sorry to hear you're unhappy with the service you received when travelling with us. We've passed on your comments to",Sun Oct 08 10:23:52 +0000 2017
350524,350523,Flew to New York last week. Would put the new club world food service above all other airlines including,"We're pleased to hear you enjoyed our new menu, Luke. Thanks for your positive feedback. ^Linda",Sun Oct 08 10:22:36 +0000 2017
350526,350525,"sunday hangover with BA: can't check in online, don't find my ticket at check in; then stick me in middle seat to hou.","We're sorry to hear that, Bert. Please speak to the airport staff, they may be able to change your seat. ^Linda",Sun Oct 08 10:17:53 +0000 2017
350699,350696,please can you give me the customer service email address?,"Hi jenna, which department are you trying to get in touch with? Is there anything we can help you with? ^Linda",Sun Oct 08 10:40:25 +0000 2017
350697,350701,I've got an issue with a booking. It's giving me an error when adding exec club details 😫,"Hi Jenna, have you already booked? If not, please speak to our Sales team for help. If you've already booked, DM us your booking 1/2",Sun Oct 08 13:37:30 +0000 2017
350705,350704,"SorteD Linda, found someone with Amadeus access. Thank you","Hi Nick, apologies for the previous message. We can see this has been sorted now. Thanks for letting us know.",Sun Oct 08 10:38:37 +0000 2017
350707,350706,"help folks, trying to get through to TS and constantly engaged, clients trvl tmrw 😐","Hi Nick, is there anything we can help you with? We're following you if you prefer to DM us your details. ^Linda",Sun Oct 08 08:42:39 +0000 2017
350710,350708,"hi, what is the service status the 10/10 flying from Nice to London (stikes in France) ? Thx","Hi Siegfried, we're unsure of your question. How can we help you? ^Linda",Sun Oct 08 10:34:15 +0000 2017
350709,350712,"Hi Linda, there’s strikes on Tuesday 10/10 in France, will it affect BA’s service from Nice to London?","Thanks for clarifying your question, Siegfried. We've not cancelled any of our services. Please check https://t.co/2Ty8CEO0Dq 1/2",Sun Oct 08 14:16:19 +0000 2017
350713,350714,"Thank BA,again flight finally cancelled and website for rebooking down,phone wait over 25m,when BA CEO will understand that BA’s not Vueling https://t.co/V42v0BWSeo","Sorry for the confusion, Siegfried. When you Tweeted yesterday, our flights were still operating. Have you now been re booked? ^Rach",Mon Oct 09 12:38:05 +0000 2017
350715,350717,"Tks but was anticipated and i went to talk to the BA counter ytd, the person wasnt even aware of a strike.i didnt manage to rebook anything","Hi Siegfried. Do you still need assistance with rebooking options? If so, please can you follow us and DM your full name, email 1/2",Mon Oct 09 14:05:57 +0000 2017
350826,350824,how can you know 24h in advance that ba0848 tomorrow will be delayed?,"Hi there, BA848 to Zargeb tomorrow is showing on time. Departure 08:15 from London Heathrow arrive at 11:35 local time. ^Linda",Sun Oct 08 10:54:07 +0000 2017
350829,350827,"Thought as much, but thanks anyway. Santander Bank's ATM ate a shedload of cash assigned to cover the fare for a stranded 'kid!'","We hope you get it sorted, Deirdre. ^Linda",Sun Oct 08 10:50:48 +0000 2017
350828,350830,"Thank you, Linda. Getting there! Miss you guys at BA!","Hope you’re all sorted now, Deirdre. Please let us know if you need assistance with anything else. ^Monica",Mon Oct 09 20:02:01 +0000 2017
350831,350832,"Thank you, Monica. Always love, BA. It's 'home' and your crews are wonderful. &lt;3","We totally agree, Deirdre! Our crew are some of the best out there! ^Anthony",Sat Oct 14 06:39:43 +0000 2017
350833,350834,"Not 'totally, Anthony! Yours ARE THE BEST! 😍 Love the 747s Do you still fly them?","Hi Deirdre, thanks, for your comments! We still have some flights that operate the 747 aircraft. ^Raj",Sun Nov 05 15:18:03 +0000 2017
350835,350836,Yeah! Love the Jumbo! Cured my 'aviaphobia!' Your staff are awesome. So many adventures with you guys!,"And so many more to come, Deirdre! ^Kimbers",Thu Nov 09 00:23:17 +0000 2017
350839,350838,What's your policy re cash purchases of air tickets. Is it a no no these days?,"Hi Deirdre, most of our ticket desks don't take cash any longer. If you wanted to pay this way, you'd need to do so through a travel agent.",Sun Oct 08 04:08:27 +0000 2017
351051,351050,the new safety video you are showing in flights is fantastic. Never seen a whole aircraft watch a briefing like that.,"Hi, it's great to hear you're a fan of the next safety video! We hope you have a fantastic trip! ^L",Sun Oct 08 11:12:03 +0000 2017
351109,351107,Oh that changes everything then doesn't it. Never trusting or using your company again.,"As mentioned, Caroline, please let us know if there's anything we can help you with. ^Rach",Tue Oct 03 16:33:08 +0000 2017
351108,351110,"As mentioned, Rach, you have no proper complaints system in the first place, which is a clever way to cover awful customer service habits.","Hi Caroline, have you already had a reply from our Customer Relations team? ^Linda",Sun Oct 08 14:47:02 +0000 2017
351113,351112,No actually because your complaints process is a joke and you don't look after your customers,"Hi Caroline, we're sorry to hear you're unhappy with the response you received from our Customer Relations team. ^L",Fri Sep 29 17:07:33 +0000 2017
351115,351114,your company is appalling and your complaints system is a joke,"Hi Caroline, is there something we can help you with? ^Fiona",Thu Sep 28 20:02:20 +0000 2017
351300,351298,"Paid to choose seats on flight; they moved us w/o notification, apology or refund. I paid for zilch - breach of contract?","Please DM us the booking reference, your full name and email address. We'll take a look at it for you. ^Jamie 2/2",Tue Sep 05 12:45:42 +0000 2017
351299,351301,I emailed full details &amp; was then told to fill out a form (U had all the info by email!); so why only refund 4 of 5 seats?,"Hi there, we'd be happy to look into this for you. Please DM us your full name, booking ref, email address and contact number. ^Linda",Sun Oct 08 14:50:02 +0000 2017
351342,351343,.... BA9232.... shambles at Athens airport. Talk to us about what’s https://t.co/pxyc6Lj18c comms in 18 hours is shocking,"Thanks for bringing this to our attention, David. We're truly sorry for the lack of communication and how it was handled. We've passed 1/2",Sun Oct 08 11:40:52 +0000 2017
351346,351344,"bit weird that a BA Gold, BA ticketed on Aer Lingus metal can’t use the DUB lounge unless flying to LHR or LGW?","Hi Rachel, as Aer Lingus isn't part of oneworld, you won't have access to the lounge. ^Linda",Sun Oct 08 11:32:05 +0000 2017
351345,351349,So why would I if flying to LHR/LGW? And as mentioned I’m ticketed by BA. BA flight number.,"Hi Rachel, it makes no difference if we've issued your ticket. Aer Lingus, isn't part of oneworld. You can find further info 1/2",Sun Oct 08 11:53:18 +0000 2017
351350,351352,"Yes I know this (I’m Gold Status so fly quite a bit ;)), but why does it make a difference if I’m on Aer Lingus and going to LHR/LGW?","Hi Rachel, unless you're flying with a oneworld partner, lounge access isn't available. We'll pass your comments to 1/2",Sun Oct 08 12:08:34 +0000 2017
351353,351356,But it is if flying to LHR/LGW. There is a sign in the lounge saying so. I’m just asking why it is different. 😂,"We're sorry there's nothing further we can do to help, Rachel. You'll find all the info on the link we'd sent you. ^Linda",Sun Oct 08 12:26:22 +0000 2017
351417,351415,"Thank you, still doesn’t get us seats together for our flights :-(",We appreciate this doesn't help you get two seats together. Your feedback is important to us as it will help us improve our services. ^Linda,Mon Oct 02 09:57:43 +0000 2017
351416,351418,"My concern is that I arrive by Friday when it opens up to reserve we won’t get seats together, I expected more and feel very let down","We're sorry, Darren, as mentioned we'll pass on your feedback. Hopefully you'll be able to get your preferred seats when you check in. ^R",Sun Oct 08 15:32:15 +0000 2017
351420,351419,"If for club passengers, it outrageous that when traveling in business class you want to charge extra to sit together, it’s so disappointing","Hi there, sorry to hear this. I'll pass your feedback to our Customer Experience team, I'm sure they'll value your insight.^Jo",Sun Oct 01 20:21:32 +0000 2017
351422,351421,I’m in club going Portugal on the 14th and all I wanted was to get two seats together unfortunately your call centre said I cannot unless £,"Hi there, free seat selection will depending on your Tier status and the type of fare you've purchased. You can find more info 1/2",Sun Oct 01 17:34:16 +0000 2017
351424,351423,very dissappinting as a BA Exec member traveling in Club getting shocking service with the customer service call centre.,We're really sorry to hear this. Is there anything we can help with? ^Jane,Sat Sep 30 21:26:04 +0000 2017
351529,351528,"Mum gets upgraded to Club . Response: ""funny thing, I don't like champagne in the morning"". Cheers !","Would your mum prefer a glass of orange juice or a cup of tea, Harriet? We're sure she'll have a great flight! ^Linda",Sun Oct 08 11:59:04 +0000 2017
351532,351530,is it not possible to DM to your account?,"Hi Raj, we're following you now. How can we help you? ^Linda",Sun Oct 08 11:57:21 +0000 2017
351534,351535,"Hi there, trying to claim missing Avios on Car Rental made on https://t.co/ZHQNpxH7Zg (1/2)","Hi Paul, we can pass your details to our Executive Club team to look into. DM us your Executive Club number, email address, 1/2",Sun Oct 08 11:56:10 +0000 2017
351538,351539,Are you operational today ? Need Hindu Vegetarian Food added to my flight bookings,and contact number. We'll then be able to confirm your Hindu meals have been booked. 2/2 ^Linda,Sun Oct 08 11:49:05 +0000 2017
351541,351542,has the flight Athens to Lemnos departed? We need that plane to get back to Heathrow!,Hi Emily. The BA9233 is due to land shortly. The updated arrival time into London Heathrow is 18:28. 1/2,Sun Oct 08 11:45:27 +0000 2017
